"temperature_C","rr_cumulative","rr_low_95","rr_high_95"
8.4,1.14473291875965,1.08943039493016,1.20284275286444
8.5,1.14336620472288,1.08828350440268,1.20123687698448
8.6,1.14199995235255,1.08713639086614,1.19963226521575
8.7,1.14063428001568,1.08598912864671,1.19802908374247
8.8,1.13926930551927,1.08484179288892,1.19642749662326
8.9,1.13790514611096,1.08369445966584,1.19482766567346
9,1.13654191847976,1.08254720608665,1.19322975035072
9.1,1.135179738757,1.08140011040162,1.19163390764389
9.2,1.13381872251731,1.08025325210437,1.19004029196532
9.3,1.13245898477972,1.07910671203143,1.18844905504672
9.4,1.13110064000897,1.07796057245888,1.1868603458384
9.5,1.12974380211681,1.07681491719614,1.18527431041231
9.6,1.12838858446349,1.07566983167667,1.18369109186865
9.7,1.12703509985939,1.07452540304563,1.18211083024635
9.8,1.12568346056665,1.0733817202443,1.18053366243736
9.9,1.12433377830107,1.07223887409131,1.17895972210489
10,1.12298616423396,1.07109695736045,1.17738913960569
10.1,1.12164072899422,1.06995606485504,1.1758220419164
10.2,1.12029758267049,1.06881629347883,1.17425855256406
10.3,1.11895683481336,1.06767774230328,1.17269879156091
10.4,1.1176185944378,1.06654051263115,1.17114287534346
10.5,1.11628297002557,1.06540470805637,1.16959091671593
10.6,1.11495006952781,1.06427043452008,1.16804302479814
10.7,1.11362000036772,1.06313780036286,1.1664993049779
10.8,1.11229286944338,1.06200691637293,1.16495985886794
10.9,1.11096878313055,1.06087789583048,1.16342478426734
11,1.10964784728574,1.05975085454796,1.16189417512768
11.1,1.10833016724925,1.05862591090627,1.16036812152382
11.2,1.10701584784839,1.05750318588695,1.1588467096292
11.3,1.10570499340073,1.05638280310022,1.15733002169605
11.4,1.10439770771752,1.05526488880901,1.15581813604002
11.5,1.10309409410714,1.05414957194878,1.15431112702967
11.6,1.10179425537872,1.05303698414337,1.15280906508052
11.7,1.10049829384577,1.05192725971671,1.1513120166537
11.8,1.09920631133,1.05082053570052,1.14982004425926
11.9,1.09791840916515,1.04971695183803,1.14833320646395
12,1.09663468820093,1.04861665058377,1.14685155790351
12.1,1.09535524880714,1.04751977709943,1.14537514929941
12.2,1.09408019087774,1.04642647924602,1.14390402747984
12.3,1.09280961383512,1.04533690757214,1.14243823540503
12.4,1.09154361663442,1.04425121529878,1.1409778121967
12.5,1.09028229776794,1.04316955830052,1.13952279317154
12.6,1.08902575526963,1.04209209508325,1.13807320987868
12.7,1.08777408671972,1.04101898675869,1.13662909014089
12.8,1.08652738924933,1.03995039701562,1.13519045809954
12.9,1.08528575954529,1.0388864920882,1.13375733426305
13,1.08404929385499,1.03782744072124,1.13232973555876
13.1,1.08281808799127,1.03677341413282,1.13090767538805
13.2,1.08159223733748,1.03572458597427,1.12949116368448
13.3,1.08037183685257,1.03468113228773,1.12808020697493
13.4,1.07915698107627,1.03364323146139,1.12667480844347
13.5,1.07794776413436,1.03261106418268,1.12527496799773
13.6,1.07674427974406,1.03158481338954,1.1238806823378
13.7,1.07554662121938,1.03056466421985,1.12249194502719
13.8,1.07435488147674,1.02955080395937,1.12110874656599
13.9,1.07316915304046,1.02854342198824,1.11973107446577
14,1.07198952804852,1.02754270972626,1.11835891332616
14.1,1.07081609825824,1.02654886057719,1.11699224491301
14.2,1.06964895505218,1.02556206987209,1.1156310482377
14.3,1.068488189444,1.02458253481206,1.11427529963776
14.4,1.06733389208446,1.02361045441046,1.11292497285824
