"cluster","period","temperature_c","or_cumulative","or_low_95","or_high_95","centering_temp_c","temp_lower_bound_c","temp_upper_bound_c"
"cluster_1","2018-2021",14.9535238095238,1.11851072076472,1.01606767941324,1.23128238188629,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",15.2727907647908,1.11001642497545,1.01047927027179,1.21935847667995,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",15.5920577200577,1.10190792227643,1.00536279087449,1.20772429634025,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",15.9113246753247,1.0941747630356,1.0006911194418,1.19639156259509,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",16.2305916305916,1.08680695990947,0.996436915854573,1.18537295167822,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",16.5498585858586,1.07979496723606,0.992572909034699,1.17468163865388,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",16.8691255411255,1.0731296614595,0.98907216912695,1.1643308812548,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",17.1883924963925,1.06680232252892,0.985908381170383,1.15433362479594,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",17.5076594516594,1.06080461621737,0.983056134683786,1.14470211220446,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",17.8269264069264,1.05512857730969,0.980491241147513,1.13544748584661,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",18.1461933621934,1.04976659361138,0.978191088359406,1.12657937102115,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",18.4654603174603,1.04471139073313,0.976135036688386,1.1181054351151,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",18.7847272727273,1.03995601760838,0.974304857026876,1.11003092180011,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",19.1039942279942,1.03549383270348,0.972685203615795,1.10235816642533,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",19.4232611832612,1.03131849088286,0.971264107077027,1.09508610674165,25.5833333333333,4.41771428571429,36.0251428571428
"cluster_1","2018-2021",19.7425281385281,1.02742393089289,0.970033464610327,1.08820981160217,25.5833333333333,4.41771428571429,36.0251428571428
