"Notes","State","State Code","Year","Year Code","Month","Month Code","Weekday","Weekday Code","MCD - ICD Sub-Chapter","MCD - ICD Sub-Chapter Code",Deaths,Population,Crude Rate
,"Alabama","01","2020","2020","May, 2020","2020/05","Friday","6","Renal failure","N17-N19",30,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","May, 2020","2020/05","Saturday","7","Renal failure","N17-N19",22,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jun., 2020","2020/06","Sunday","1","Renal failure","N17-N19",25,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jun., 2020","2020/06","Monday","2","Renal failure","N17-N19",20,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jun., 2020","2020/06","Tuesday","3","Renal failure","N17-N19",24,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jun., 2020","2020/06","Wednesday","4","Renal failure","N17-N19",20,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jun., 2020","2020/06","Thursday","5","Renal failure","N17-N19",23,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jun., 2020","2020/06","Friday","6","Renal failure","N17-N19",20,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jun., 2020","2020/06","Saturday","7","Renal failure","N17-N19",17,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jul., 2020","2020/07","Sunday","1","Renal failure","N17-N19",22,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jul., 2020","2020/07","Monday","2","Renal failure","N17-N19",20,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jul., 2020","2020/07","Tuesday","3","Renal failure","N17-N19",19,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jul., 2020","2020/07","Wednesday","4","Renal failure","N17-N19",29,Not Applicable,Not Applicable
,"Alabama","01","2020","2020","Jul., 2020","2020/07","Thursday","5","Renal failure","N17-N19",20,Not Applicable,Not Applicable
